Email,Phone,First Name,Stage,Tier,WhatsApp Opt-in
,9000009261,Aniket,S0,,true
,9000038025,Vikram,S0,,true
,9000034321,Swathi,S0,,true
,9000093150,Ishani,S0,,true
,9000014958,Debasish,S0,,true
,9000088881,Nithya,S0,,false
,9000064995,Pradeep,S0,,true
,9000061791,Tanvi,S0,,true
,9000041970,Saloni,S0,,true
,9000028904,Ankit,S0,,true
,9000066523,Omkar,S0,,true
,9000009623,Aparna,S0,,true
,9000051022,Devika,S0,,true
,9000056737,Kunal,S0,,true
,9000094922,Kunal,S0,,true
,9000040338,Foram,S0,,true
,9000064805,Siddharth,S0,,true
,9000008800,Saloni,S0,,false
,9000078365,Lakshmi,S0,,true
,9000072954,Madhav,S0,,true
,9000075597,Sakshi,S0,,false
,9000038882,Gayathri,S0,,true
,9000086884,Priya,S0,,true
,9000096606,Nithya,S0,,true
,9000050283,Vishnu,S0,,true
,9000066047,Janani,S0,,true
,9000008852,Madhura,S0,,true
,9000038217,Kunal,S0,,true
,9000016279,Harini,S0,,true
,9000004418,Krupa,S0,,true
,9000086469,Suresh,S0,,true
,9000023627,Aakash,S0,,true
,9000049924,Deepa,S0,,true
,9000080040,Madhura,S0,,true
,9000099928,Devika,S0,,true
,9000004552,Amruta,S0,,true
,9000021343,Anand,S0,,true
,9000002366,Aman,S0,,true
,9000061112,Shreya,S0,,false
,9000078445,Sowmya,S0,,false
,9000084159,Ruchi,S0,,true
,9000056061,Anirban,S0,,true
,9000012626,Ayesha,S0,,true
,9000044091,Anjali,S0,,true
,9000051991,Ramya,S0,,false
,9000087432,Zoya,S0,,true
,9000061543,Hardik,S0,,false
,9000063729,Bhavana,S0,,true
,9000000708,Divakar,S0,,true
,9000051089,Nitin,S0,,false
,9000040331,Keerthana,S0,,true
,9000099877,Rajiv,S0,,true
,9000099793,Harini,S0,,false
,9000078848,Ishaan,S0,,false
,9000090982,Mohit,S0,,true
,9000039498,Deepa,S0,,true
,9000036757,Simran,S0,,false
,9000041821,Lakshmi,S0,,true
,9000079932,Jigar,S0,,true
,9000017453,Aniket,S0,,true
,9000091123,Prachi,S0,,true
,9000094601,Tejas,S0,,false
,9000028866,Nandini,S0,,true
,9000087440,Payal,S0,,true
,9000056574,Lakshmi,S0,,false
,9000015535,Saloni,S0,,false
,9000033945,Yogesh,S0,,true
,9000057417,Nirav,S0,,true
,9000027226,Rituparna,S0,,false
