Email,Phone,First Name,Stage,Tier,WhatsApp Opt-in
aakash.saxena.318@example.com,9000010953,Aakash,S4,diy,true
anand.murthy.364@example.com,9000006238,Anand,S4,diy,false
anjali.srivastava.282@example.com,9000032271,Anjali,S4,diy,true
aravind.hegde.296@example.com,9000033959,Aravind,S4,diwm,true
arun.menon.329@example.com,9000058152,Arun,S4,diwm,false
hetal.joshi.372@example.com,9000027706,Hetal,S4,diy,false
janani.natarajan.326@example.com,9000091611,Janani,S4,diy,false
kabir.khanna.331@example.com,9000045155,Kabir,S4,diwm,true
keerthana.subramanian.297@example.com,9000034690,Keerthana,S4,diwm,true
lakshmi.raman.316@example.com,9000031073,Lakshmi,S4,diy,true
meenakshi.kumar.299@example.com,9000061795,Meenakshi,S4,diwm,true
meera.khanna.295@example.com,9000032259,Meera,S4,diwm,true
moumita.chakraborty.284@example.com,9000009459,Moumita,S4,diwm,true
nikhil.pandey.317@example.com,9000095801,Nikhil,S4,diwm,false
pavithra.kumar.328@example.com,9000031678,Pavithra,S4,diy,true
pavithra.naidu.330@example.com,9000097371,Pavithra,S4,diwm,true
priya.chauhan.337@example.com,9000011321,Priya,S4,diwm,true
rajarshi.sahoo.324@example.com,9000011718,Rajarshi,S4,diwm,true
shalini.varma.322@example.com,9000008278,Shalini,S4,diwm,true
siddharth.shah.323@example.com,9000021381,Siddharth,S4,diwm,false
sourav.nayak.288@example.com,9000051490,Sourav,S4,diwm,true
suresh.naidu.283@example.com,9000018967,Suresh,S4,diwm,true
