Email,Phone,First Name,Stage,Tier,WhatsApp Opt-in
chinmay.jadhav.373@example.com,9000063985,Chinmay,S10,diwm,false
ishaan.sharma.379@example.com,9000018689,Ishaan,S10,diwm,true
janani.iyer.378@example.com,9000046264,Janani,S10,diy,true
janani.nair.380@example.com,9000045119,Janani,S10,diwm,true
nishant.gokhale.376@example.com,9000060011,Nishant,S10,diwm,true
pavithra.murthy.377@example.com,9000094294,Pavithra,S10,diwm,true
sandeep.shetty.374@example.com,9000014568,Sandeep,S10,diy,false
tarun.mehra.412@example.com,9000073444,Tarun,S10,diwm,false
vikram.singh.381@example.com,9000083525,Vikram,S10,diwm,true
yogesh.dave.382@example.com,9000030830,Yogesh,S10,diwm,false
