Email,Phone,First Name,Stage,Tier,WhatsApp Opt-in
aniket.patil.344@example.com,9000057727,Aniket,S3,diy,true
divya.agarwal.311@example.com,9000060880,Divya,S3,diwm,true
gayathri.rajan.268@example.com,9000054829,Gayathri,S3,diwm,true
gayathri.rao.277@example.com,9000035448,Gayathri,S3,diy,true
janani.reddy.271@example.com,9000009749,Janani,S3,diy,true
madhav.krishnan.313@example.com,9000018308,Madhav,S3,diwm,true
nishant.jain.269@example.com,9000007842,Nishant,S3,diwm,true
pavithra.krishnan.349@example.com,9000056596,Pavithra,S3,diwm,false
rahul.verma.304@example.com,9000091330,Rahul,S3,diwm,true
sakshi.singh.278@example.com,9000045790,Sakshi,S3,diy,true
varsha.shetty.273@example.com,9000087678,Varsha,S3,diy,true
vishnu.pillai.346@example.com,9000061707,Vishnu,S3,diy,true
