Email,Phone,First Name,Stage,Tier,WhatsApp Opt-in
,9000090543,Anand,S2,free,true
,9000064563,Omkar,S2,free,true
,9000033578,Shruti,S2,free,true
,9000008501,Divya,S2,free,true
,9000010064,Kavya,S2,free,true
,9000026256,Kabir,S2,free,true
,9000050438,Kavya,S2,free,false
,9000031109,Shreya,S2,free,true
,9000054650,Aravind,S2,free,true
,9000002571,Deepa,S2,free,true
,9000045115,Urvi,S2,free,true
,9000003521,Sameer,S2,free,true
,9000057670,Rituparna,S2,free,true
,9000092956,Deepa,S2,free,true
,9000068151,Madhav,S2,free,true
,9000042745,Arun,S2,free,true
,9000069577,Ramya,S2,free,true
,9000034218,Chaitanya,S2,free,true
,9000024472,Kabir,S2,free,true
,9000065448,Sourav,S2,free,true
,9000055661,Pranali,S2,free,true
,9000024251,Ishita,S2,free,true
,9000043163,Sahil,S2,free,true
,9000085356,Rohit,S2,free,true
,9000085311,Hardik,S2,free,true
,9000026224,Aravind,S2,free,false
,9000044539,Anand,S2,free,false
,9000073680,Sakshi,S2,free,true
,9000093804,Kavitha,S2,free,true
,9000009012,Arjun,S2,free,true
,9000090102,Ramya,S2,free,true
,9000008535,Ganesh,S2,free,true
,9000057471,Mansi,S2,free,true
,9000035797,Rajiv,S2,free,true
,9000019090,Ishani,S2,free,true
,9000094777,Revathi,S2,free,true
,9000031512,Sindhu,S2,free,true
,9000096609,Biswajit,S2,free,false
,9000050769,Gurpreet,S2,free,true
,9000043385,Aparna,S2,free,true
,9000033793,Vaibhav,S2,free,true
,9000053938,Aparna,S2,free,false
,9000070913,Priyanka,S2,free,true
,9000073708,Sanjana,S2,free,true
,9000080127,Nandini,S2,free,true
,9000086919,Akshay,S2,free,false
,9000073807,Ayesha,S2,free,true
,9000062235,Sagar,S2,free,true
,9000059077,Tejas,S2,free,true
,9000078837,Pradeep,S2,free,true
,9000002029,Ketan,S2,free,true
,9000016530,Sagar,S2,free,true
,9000046809,Heena,S2,free,false
,9000007997,Madhura,S2,free,true
,9000093255,Ganesh,S2,free,true
,9000068432,Tejas,S2,free,true
,9000043453,Siddharth,S2,free,true
,9000095114,Omkar,S2,free,true
,9000046770,Rajiv,S2,free,true
,9000028589,Nithya,S2,free,true
,9000037260,Shruti,S2,free,false
,9000090842,Heena,S2,free,true
,9000042922,Vignesh,S2,free,true
,9000063490,Ayesha,S2,free,true
,9000040723,Ganesh,S2,free,true
,9000075180,Karan,S2,free,true
,9000082329,Madhura,S2,free,true
,9000094679,Nirav,S2,free,true
,9000054012,Karan,S2,free,true
,9000054005,Debasish,S2,free,false
,9000041966,Arnab,S2,free,true
,9000065377,Prachi,S2,free,false
,9000084666,Gurpreet,S2,free,true
,9000033970,Tejas,S2,free,true
,9000009748,Ishani,S2,free,false
,9000002458,Riddhi,S2,free,true
,9000081758,Karthik,S2,free,true
,9000057296,Aakash,S2,free,true
,9000058185,Karan,S2,free,true
,9000062902,Revathi,S2,free,false
,9000053051,Akshay,S2,free,true
,9000075924,Vidya,S2,free,true
,9000030509,Harpreet,S2,free,true
,9000087192,Nirav,S2,free,true
,9000087392,Anand,S2,free,true
,9000011904,Nithya,S2,free,true
,9000072330,Amruta,S2,free,true
,9000034816,Vishnu,S2,free,true
,9000079372,Heena,S2,free,true
,9000099456,Deepa,S2,free,true
,9000056144,Harini,S2,free,true
,9000042692,Janani,S2,free,true
,9000021223,Bhavana,S2,free,true
,9000028868,Nithya,S2,free,true
,9000011525,Harini,S2,free,true
,9000090421,Divya,S2,free,false
,9000002889,Ganesh,S2,free,true
,9000014553,Arun,S2,free,true
,9000019594,Vignesh,S2,free,false
,9000055392,Vignesh,S2,free,false
,9000069107,Sanjana,S2,free,false
,9000022099,Yogesh,S2,free,true
,9000057760,Harini,S2,free,false
,9000028490,Arnab,S2,free,false
,9000005337,Sanjana,S2,free,true
,9000013070,Yogesh,S2,free,true
,9000030614,Naina,S2,free,true
,9000092857,Kinjal,S2,free,false
,9000097601,Mihir,S2,free,true
,9000002041,Tarun,S2,free,true
,9000004384,Sandeep,S2,free,false
,9000091262,Riddhi,S2,free,true
,9000085370,Arjun,S2,free,true
,9000064850,Sai,S2,free,true
,9000033661,Hardik,S2,free,false
,9000015418,Shruti,S2,free,false
,9000092346,Vidya,S2,free,true
,9000062421,Sakshi,S2,free,true
,9000012435,Heena,S2,free,false
,9000046715,Rituparna,S2,free,true
,9000041289,Pooja,S2,free,false
,9000016672,Swathi,S2,free,true
,9000048722,Janani,S2,free,true
,9000047806,Janani,S2,free,true
,9000049195,Ketan,S2,free,true
,9000074859,Naina,S2,free,true
,9000079948,Aparna,S2,free,true
,9000062906,Pranav,S2,free,false
,9000022812,Dhruv,S2,free,true
,9000092186,Karthik,S2,free,true
,9000086967,Aravind,S2,free,true
,9000062751,Nithya,S2,free,true
,9000096815,Naina,S2,free,false
,9000078179,Ketan,S2,free,true
,9000032992,Rajiv,S2,free,true
,9000080176,Nithya,S2,free,true
,9000056732,Karthik,S2,free,true
,9000096776,Kabir,S2,free,true
,9000096019,Vikram,S2,free,true
,9000054785,Swathi,S2,free,false
,9000032614,Deepa,S2,free,true
,9000070294,Krupa,S2,free,true
,9000010474,Heena,S2,free,true
,9000086662,Varun,S2,free,true
,9000021683,Divakar,S2,free,true
,9000027087,Shruti,S2,free,true
,9000016402,Tejas,S2,free,true
,9000043145,Devika,S2,free,true
,9000020781,Debasish,S2,free,true
,9000011307,Ritika,S2,free,true
,9000023844,Ishita,S2,free,true
,9000037740,Bhavin,S2,free,true
,9000038293,Dhruv,S2,free,true
,9000006286,Pavithra,S2,free,false
,9000013746,Urvi,S2,free,false
,9000009157,Indrani,S2,free,true
,9000030084,Amruta,S2,free,true
,9000001439,Rajiv,S2,free,false
,9000013454,Bhavin,S2,free,true
,9000004530,Arjun,S2,free,true
,9000025347,Sandeep,S2,free,true
,9000044792,Kavya,S2,free,true
,9000039883,Mansi,S2,free,true
,9000011413,Vignesh,S2,free,false
,9000050208,Tanvi,S2,free,true
,9000035587,Keerthana,S2,free,false
,9000004975,Ritika,S2,free,true
,9000044375,Vikram,S2,free,true
,9000097668,Hardik,S2,free,true
,9000095593,Parth,S2,free,true
,9000003697,Arnab,S2,free,true
,9000005457,Sudipta,S2,free,true
,9000058308,Srinivas,S2,free,true
,9000054732,Ishaan,S2,free,true
,9000058091,Omkar,S2,free,false
,9000037252,Urvi,S2,free,true
,9000097192,Aakash,S2,free,true
,9000054439,Aakash,S2,free,true
,9000056093,Sowmya,S2,free,true
,9000047418,Anand,S2,free,false
,9000065099,Naveen,S2,free,false
,9000064176,Yogesh,S2,free,true
,9000056654,Aniket,S2,free,true
,9000086960,Nirav,S2,free,true
,9000088387,Ganesh,S2,free,true
,9000010867,Saloni,S2,free,true
,9000017541,Deepa,S2,free,true
,9000021764,Janani,S2,free,true
,9000029387,Shruti,S2,free,true
,9000092994,Jay,S2,free,true
,9000036430,Hardik,S2,free,true
,9000023922,Aravind,S2,free,false
,9000086630,Gayathri,S2,free,true
,9000070076,Saloni,S2,free,true
,9000063954,Sahil,S2,free,true
,9000090502,Keerthana,S2,free,true
,9000026516,Heena,S2,free,true
,9000018942,Hardik,S2,free,true
,9000099295,Tanmoy,S2,free,true
,9000024660,Sameer,S2,free,true
,9000010177,Naveen,S2,free,true
,9000038177,Sindhu,S2,free,true
,9000086736,Pranav,S2,free,true
,9000050295,Karthik,S2,free,true
,9000045769,Arun,S2,free,true
,9000005653,Gauri,S2,free,false
,9000089063,Karan,S2,free,true
,9000076246,Yogesh,S2,free,false
,9000024165,Bhavana,S2,free,true
,9000090725,Venkat,S2,free,true
,9000023648,Rohit,S2,free,true
,9000043955,Chaitanya,S2,free,false
,9000042463,Anirban,S2,free,true
