Email,Phone,First Name,Stage,Tier,WhatsApp Opt-in
,9000053655,Rahul,S1,free,true
,9000001955,Arjun,S1,free,false
,9000015513,Devika,S1,free,true
,9000056120,Chaitanya,S1,free,true
,9000037541,Aditya,S1,free,true
,9000097146,Kinjal,S1,free,true
,9000070327,Dhruv,S1,free,true
,9000083400,Kinjal,S1,free,true
,9000026345,Ramya,S1,free,true
,9000005855,Devika,S1,free,true
,9000034722,Ayesha,S1,free,false
,9000048548,Srinivas,S1,free,true
,9000063666,Saloni,S1,free,true
,9000099955,Sanjana,S1,free,false
,9000048185,Heena,S1,free,true
,9000070613,Anand,S1,free,true
,9000094996,Rahul,S1,free,true
,9000097392,Aparna,S1,free,true
,9000040150,Aniket,S1,free,true
,9000057802,Tejas,S1,free,true
,9000026878,Sudipta,S1,free,true
,9000071658,Divya,S1,free,true
,9000041563,Biswajit,S1,free,true
,9000047679,Ruchi,S1,free,true
,9000029585,Prasanna,S1,free,true
,9000002098,Rahul,S1,free,true
,9000058840,Biswajit,S1,free,true
,9000099074,Ankit,S1,free,true
,9000091573,Jay,S1,free,true
,9000075817,Mohit,S1,free,true
,9000064955,Venkat,S1,free,true
,9000047855,Deepak,S1,free,true
,9000092554,Gurpreet,S1,free,true
,9000032517,Nitin,S1,free,true
,9000015715,Tejas,S1,free,true
,9000017220,Keerthana,S1,free,false
,9000063609,Madhura,S1,free,true
,9000074268,Devika,S1,free,true
,9000074374,Revathi,S1,free,true
,9000012372,Siddharth,S1,free,true
,9000037605,Kinjal,S1,free,true
,9000035241,Aparna,S1,free,true
,9000069890,Mansi,S1,free,true
,9000082460,Yogesh,S1,free,false
,9000087854,Indrani,S1,free,true
,9000046804,Rajarshi,S1,free,false
,9000072270,Harini,S1,free,true
,9000079553,Rajiv,S1,free,true
,9000080707,Sameer,S1,free,false
,9000051728,Revathi,S1,free,true
,9000049961,Sandeep,S1,free,true
,9000028610,Sahil,S1,free,true
,9000023664,Nidhi,S1,free,true
,9000022420,Varun,S1,free,false
,9000004263,Harpreet,S1,free,true
,9000057307,Dhruv,S1,free,true
,9000080731,Rajiv,S1,free,true
,9000016238,Karthik,S1,free,true
,9000017028,Rituparna,S1,free,false
