Email,Phone,First Name,Stage,Tier,WhatsApp Opt-in
,9000013239,Debasish,S2,free,true
,9000081548,Aniket,S2,free,true
,9000051269,Mihir,S2,free,true
,9000028779,Abhijit,S2,free,true
,9000078942,Moumita,S2,free,true
,9000011718,Gauri,S2,free,true
,9000058897,Harini,S2,free,false
,9000047666,Sagar,S2,free,true
,9000017327,Vishnu,S2,free,true
,9000070015,Gayathri,S2,free,true
,9000082596,Venkat,S2,free,true
,9000055835,Vaibhav,S2,free,true
,9000041652,Divya,S2,free,true
,9000066893,Mihir,S2,free,true
,9000045072,Suresh,S2,free,true
,9000091007,Sameer,S2,free,true
,9000094501,Parth,S2,free,true
,9000069804,Naveen,S2,free,true
,9000078886,Sayan,S2,free,false
,9000013736,Sahil,S2,free,true
,9000094503,Jay,S2,free,true
,9000094236,Krupa,S2,free,false
,9000031912,Gauri,S2,free,true
,9000079776,Rahul,S2,free,false
,9000064932,Karan,S2,free,true
,9000045435,Heena,S2,free,true
,9000050060,Deepa,S2,free,true
,9000082689,Devika,S2,free,true
,9000062521,Abhijit,S2,free,true
,9000016070,Rohit,S2,free,true
,9000049344,Arjun,S2,free,true
,9000024082,Kunal,S2,free,true
,9000035123,Suresh,S2,free,true
,9000057428,Ramya,S2,free,true
,9000012882,Nithya,S2,free,true
,9000018700,Madhav,S2,free,true
,9000042084,Sowmya,S2,free,true
,9000059257,Gayathri,S2,free,true
,9000078519,Tejas,S2,free,false
,9000094220,Vishnu,S2,free,true
,9000035653,Aparna,S2,free,true
,9000070213,Vishnu,S2,free,true
,9000031515,Mehak,S2,free,true
,9000096458,Hetal,S2,free,true
,9000070401,Heena,S2,free,true
,9000009233,Ganesh,S2,free,true
,9000093854,Tejas,S2,free,true
,9000070091,Aditya,S2,free,true
,9000081137,Vikram,S2,free,true
,9000094397,Shalini,S2,free,true
,9000065328,Pooja,S2,free,true
,9000022040,Vignesh,S2,free,true
,9000045230,Rajiv,S2,free,true
,9000096060,Jay,S2,free,true
,9000055686,Aditya,S2,free,true
,9000092942,Tejas,S2,free,true
,9000001472,Kinjal,S2,free,true
,9000047337,Venkat,S2,free,true
,9000004249,Aditya,S2,free,true
,9000012591,Aman,S2,free,true
,9000018420,Parth,S2,free,true
,9000028618,Sai,S2,free,false
,9000063529,Swathi,S2,free,true
,9000024952,Gauri,S2,free,true
,9000013533,Foram,S2,free,true
,9000021165,Debasish,S2,free,true
,9000038017,Tejas,S2,free,true
,9000037614,Indrani,S2,free,true
,9000062132,Nitin,S2,free,true
,9000057637,Sahil,S2,free,true
,9000083475,Keerthana,S2,free,false
,9000075637,Amruta,S2,free,false
,9000022106,Madhura,S2,free,true
,9000007753,Rajiv,S2,free,true
,9000077845,Manish,S2,free,true
,9000053339,Prasanna,S2,free,true
,9000076335,Devika,S2,free,true
,9000007237,Pooja,S2,free,true
,9000051993,Shalini,S2,free,true
,9000056748,Karthik,S2,free,true
,9000051352,Keerthana,S2,free,true
,9000095955,Yash,S2,free,true
,9000091172,Devika,S2,free,false
,9000052494,Nishant,S2,free,true
,9000047600,Sneha,S2,free,true
,9000050296,Suresh,S2,free,true
,9000030807,Anjali,S2,free,false
,9000012551,Manish,S2,free,false
,9000048655,Sanjana,S2,free,false
,9000046200,Ramya,S2,free,true
,9000057695,Deepak,S2,free,true
,9000038812,Janani,S2,free,true
,9000000495,Divya,S2,free,true
,9000000105,Aman,S2,free,true
,9000025350,Pranav,S2,free,true
,9000037151,Anand,S2,free,true
,9000043899,Rutuja,S2,free,false
,9000093551,Ramya,S2,free,true
,9000083461,Shalini,S2,free,true
,9000084167,Madhav,S2,free,true
,9000049585,Harpreet,S2,free,false
,9000083316,Pavithra,S2,free,true
,9000057813,Arnab,S2,free,true
,9000014438,Deepak,S2,free,true
,9000007514,Arnab,S2,free,true
,9000054890,Anirban,S2,free,true
,9000090769,Vikram,S2,free,true
,9000063431,Arpita,S2,free,false
,9000025830,Abhijit,S2,free,true
,9000038840,Sneha,S2,free,false
,9000084417,Sandeep,S2,free,true
,9000078121,Krupa,S2,free,true
chaitanya.pillai.441@example.com,9000007721,Chaitanya,S2,free,true
devika.kamat.532@example.com,9000088525,Devika,S2,free,true
ganesh.nair.452@example.com,9000028398,Ganesh,S2,free,true
