Email,Phone,First Name,Stage,Tier,WhatsApp Opt-in
,9000000514,Nithya,S0,,true
,9000054411,Manish,S0,,true
,9000015832,Keerthana,S0,,true
,9000029010,Foram,S0,,true
,9000063443,Ketan,S0,,true
,9000026151,Gurpreet,S0,,true
,9000064146,Vishnu,S0,,true
,9000072284,Jigar,S0,,true
,9000036071,Tarun,S0,,true
,9000024845,Prasanna,S0,,true
,9000075122,Sanjana,S0,,true
,9000078861,Ketan,S0,,true
,9000042827,Yash,S0,,true
,9000059380,Divya,S0,,true
,9000028270,Anjali,S0,,false
,9000033385,Shreya,S0,,false
,9000095693,Karthik,S0,,true
,9000058040,Jasleen,S0,,true
,9000010967,Kavitha,S0,,false
,9000046108,Aparna,S0,,false
,9000000403,Ayesha,S0,,true
,9000057208,Anjali,S0,,true
,9000027538,Shruti,S0,,false
,9000032283,Pavithra,S0,,true
,9000012291,Sneha,S0,,true
,9000022015,Swathi,S0,,true
,9000041889,Rituparna,S0,,true
,9000092551,Harini,S0,,true
,9000030847,Nithya,S0,,true
,9000023898,Naveen,S0,,true
,9000088934,Siddharth,S0,,false
,9000056397,Tarun,S0,,true
,9000080400,Kavya,S0,,true
,9000090303,Keerthana,S0,,true
,9000070694,Jasleen,S0,,false
,9000084794,Bhavana,S0,,true
,9000044762,Ketan,S0,,false
,9000027057,Sagar,S0,,false
,9000056817,Ketan,S0,,true
,9000005396,Jasleen,S0,,false
,9000046359,Pradeep,S0,,false
,9000009974,Krupa,S0,,false
,9000085836,Vikram,S0,,true
,9000090608,Saloni,S0,,true
,9000028792,Foram,S0,,true
,9000015260,Sindhu,S0,,true
,9000076899,Sudipta,S0,,true
,9000069573,Anand,S0,,true
,9000022751,Varun,S0,,true
,9000084892,Vaibhav,S0,,true
,9000054062,Debasish,S0,,true
,9000029558,Foram,S0,,true
,9000006073,Sameer,S0,,false
,9000001626,Pranali,S0,,true
,9000093353,Bhavana,S0,,true
,9000038852,Gayathri,S0,,true
,9000008250,Nikhil,S0,,true
,9000031456,Ishita,S0,,true
,9000092422,Aakash,S0,,true
,9000046777,Aparna,S0,,true
,9000066276,Bhavin,S0,,true
,9000092865,Tanvi,S0,,true
,9000051283,Aditya,S0,,true
,9000091762,Vignesh,S0,,true
,9000003315,Mohit,S0,,true
,9000078723,Aravind,S0,,false
,9000016635,Aravind,S0,,true
,9000081494,Aakash,S0,,true
,9000024239,Mihir,S0,,true
,9000035859,Tejas,S0,,true
,9000061270,Hetal,S0,,true
,9000085172,Devika,S0,,true
,9000017245,Anand,S0,,true
,9000041909,Sai,S0,,false
,9000042339,Sudipta,S0,,false
,9000078616,Tejas,S0,,false
,9000046006,Venkat,S0,,true
,9000016238,Priya,S0,,true
,9000031957,Gurpreet,S0,,true
,9000022687,Madhav,S0,,true
,9000016447,Ketan,S0,,true
,9000014717,Priya,S0,,true
,9000067262,Gayathri,S0,,true
,9000020855,Biswajit,S0,,true
,9000058474,Priya,S0,,true
,9000031901,Krupa,S0,,true
,9000039116,Omkar,S0,,true
,9000026012,Pranali,S0,,true
,9000075056,Gauri,S0,,true
,9000055549,Ganesh,S0,,true
,9000074648,Anirban,S0,,true
,9000087432,Naveen,S0,,true
,9000053649,Manish,S0,,true
,9000059792,Venkat,S0,,true
,9000031496,Karan,S0,,true
,9000007855,Sakshi,S0,,false
,9000045459,Shruti,S0,,true
,9000026106,Prachi,S0,,false
,9000099822,Jay,S0,,true
,9000088658,Kunal,S0,,true
,9000083230,Lakshmi,S0,,true
,9000052164,Shreyasi,S0,,true
,9000030255,Kaushik,S0,,true
,9000024647,Rituparna,S0,,true
,9000063794,Kavitha,S0,,false
,9000016149,Ananya,S0,,false
,9000041881,Arun,S0,,false
,9000071329,Sourav,S0,,true
,9000052092,Tejas,S0,,true
,9000065621,Naveen,S0,,false
,9000050429,Dhruv,S0,,true
,9000050668,Neha,S0,,true
,9000018183,Jasleen,S0,,true
,9000047800,Kaushik,S0,,true
,9000086137,Zoya,S0,,true
,9000052540,Sameer,S0,,true
,9000045744,Ritika,S0,,true
,9000033918,Shalini,S0,,true
,9000014529,Kabir,S0,,true
